,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Status,Enrollment Status,Type,Start Time,End Time,Days of Week,Room,Building,Instructors
7556,2020,Fall,2020-fa,NEUR,520,Advanced Topics in Neuroscience,Survey of current research in modern neuroscience. 0 or 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.,0 or 1 hours.,0 or 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.,,,42436,MBM,A,1,A,Open (Restricted),S2,4:00 PM,5:00 PM,W,2269,Beckman Institute,"Gillette, M;Kong, H"
7558,2020,Fall,2020-fa,NEUR,542,Interdisciplinary Approaches to Neuroscience I,"Introduction for graduate students to the breadth and inter-disciplinary nature of Neuroscience, and to the topic areas investigated broadly by faculty of the Neuroscience Program (NSP). The course emphasizes concepts and methods rather than facts, and includes discussions and career development lectures. Team taught by multiple NSP faculty, senior students and postdocs, the course covers topics on the evolution of the nervous system, and cognitive, behavioral and clinical neuroscience. Same as MCB 542 and PSYC 542. 2 graduate hours. No professional credit.",2 hours.,Same as MCB 542 and PSYC 542. 2 graduate hours. No professional credit.,,,70844,IAN,A,1,A,CrossListOpen (Restricted),LCD,5:00 PM,5:50 PM,MWF,3269,Beckman Institute,"Rhodes, J"
7559,2020,Fall,2020-fa,NEUR,590,Indiv Topics Neuroscience,"Individual topics of research supervised by Neuroscience faculty. Usually taken in one of the eight Neuroscience concentration areas: 1) neuroanatomy, 2) neurophysiology, 3) cognitive and behavioral neuroscience, 4) neurochemistry, neuropharmacology and neurotoxicology, 5) neuroendocrinology and neuroimmunology, 6) developmental genetic and molecular neuroscience, 7) clinical and biomedical neuroscience, 8) computational neuroscience. Typically taken by students before they choose their thesis topic. Approved for S/U grading only. May be repeated in the same or subsequent terms. Prerequisite: Consent of instructor.",1 TO 16 hours.,Approved for S/U grading only. May be repeated in the same or subsequent terms. Prerequisite: Consent of instructor.,,,10053,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
7560,2020,Fall,2020-fa,NEUR,598,Proseminar in Psychology,Same as PSYC 598. See PSYC 598.,0 TO 4 hours.,Same as PSYC 598. See PSYC 598.,,,57476,A&P,A,1,A,CrossListOpen,LCD,2:00 PM,3:20 PM,T,819,Psychology Building,"Simons, D"
7575,2020,Fall,2020-fa,NEUR,599,Thesis Research,Research on the thesis topic and preparation of the thesis. Approved for S/U grading only. May be repeated in the same or subsequent terms. Prerequisite: Consent of instructor.,0 TO 16 hours.,Approved for S/U grading only. May be repeated in the same or subsequent terms. Prerequisite: Consent of instructor.,,,10055,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
7576,2020,Fall,2020-fa,NPRE,100,Orientation to NPRE,"Introduction to nuclear, plasma, and radiological engineering. Demonstrations and discussion of nuclear phenomena (reactor operation, plasma behavior, and others). Experiments on radioactive decay and radiation shielding with formal laboratory report and a student project.",1 hours.,,,,32850,A,A,1,A,Open (Restricted),LCD,3:30 PM,4:50 PM,R,106B1,Engineering Hall,"Meline, B;Uddin, R"
7577,2020,Fall,2020-fa,NPRE,201,Energy Systems,"Patterns of energy production and utilization and technical aspects of renewable energy resources, advanced fossil fuel systems, and advanced nuclear systems. Same as GLBL 201. Prerequisite: MATH 220 or MATH 221; one of PHYS 101, PHYS 211, CHEM 104, CHEM 204, ME 200.",2 or 3 hours.,"Same as GLBL 201. Prerequisite: MATH 220 or MATH 221; one of PHYS 101, PHYS 211, CHEM 104, CHEM 204, ME 200.",,,30493,Q,A,1,A,CrossListOpen (Restricted),LCD,12:00 PM,12:50 PM,MW,103,Talbot Laboratory,"Andruczyk, D;Ruzic, D"
7580,2020,Fall,2020-fa,NPRE,247,Modeling Nuclear Energy System,Applications of elementary nuclear physics in nuclear engineering. Nuclear reactor materials and components. Steady-state and transient operation of nuclear reactors. Nuclear energy removal and conversion. Radiation shielding. Prerequisite: PHYS 212; credit or concurrent registration in MATH 285.,3 hours.,Prerequisite: PHYS 212; credit or concurrent registration in MATH 285.,,,54919,C,A,1,A,Open (Restricted),LCD,10:00 AM,10:50 AM,MWF,225A,Talbot Laboratory,"Heuser, B"
7581,2020,Fall,2020-fa,NPRE,397,Independent Study,Individual investigations or studies of any phase of nuclear engineering selected by the student and approved by the department. May be repeated. Prerequisite: Consent of instructor.,1 TO 4 hours.,May be repeated. Prerequisite: Consent of instructor.,,,10071,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
7582,2020,Fall,2020-fa,NPRE,402,Nuclear Power Engineering,"Principles of utilization of fission energy in nuclear power engineering; includes such topics as fission processes and controlled chain reactions; nuclear reactor types, design principles, and operational characteristics; power reactor design criteria; radiation hazards and radioactive waste treatment; economics; other applications such as propulsion and research reactors. 3 undergraduate hours. 4 graduate hours. Credit is not given for both NPRE 402 and NPRE 247.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours. Credit is not given for both NPRE 402 and NPRE 247.,,,34302,A,A,1,A,CrossListOpen (Restricted),LCD,8:00 AM,8:50 AM,MWF,103,Talbot Laboratory,"Ragheb, M"
7584,2020,Fall,2020-fa,NPRE,423,Plasma Laboratory,"Experiments relating to plasma engineering and fusion energy. Topics in ultra-high vacuum technology rf and dc electric plasma probes, measurements of dc and pulsed magnetic fields, dynamics of a theta pinch, and laser interferometry to measure plasma density. 2 undergraduate hours. 2 graduate hours. Prerequisite: NPRE 421 and NPRE 451.",2 hours.,2 undergraduate hours. 2 graduate hours. Prerequisite: NPRE 421 and NPRE 451.,,,43007,ABA,A,1,A,Open,LAB,ARRANGED,,,ARR,Nuclear Radiations Laboratory,"Ruzic, D"
7589,2020,Fall,2020-fa,NPRE,431,Materials in Nuclear Engrg,"Development of a materials engineering background in the context of nuclear systems and radiation applications; relation of structure of materials to their physical and mechanical properties; development of phase formation and reaction kinetics from basic thermodynamics principles; charged particle interactions with surfaces; transport concepts of neutral and charged particles in matter; materials performance in nuclear and radiation applications, including radiation damage and effects. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,,30500,A,A,1,A,Open,LCD,1:00 PM,1:50 PM,MWF,106B1,Engineering Hall,"Stubbins, J"
7590,2020,Fall,2020-fa,NPRE,432,Nuclear Engrg Materials Lab,"Experiments relating to materials applications in nuclear engineering and energy systems. Examination of topics in room and elevated temperature mechanical properties of structural materials, corrosion, physical properties, radiation damage and effects, and materials selection in design. 2 undergraduate hours. 2 graduate hours. Prerequisite: Credit or concurrent registration in NPRE 431.",2 hours.,2 undergraduate hours. 2 graduate hours. Prerequisite: Credit or concurrent registration in NPRE 431.,,,30504,AB1,A,1,A,Open (Restricted),LAB,1:00 PM,2:50 PM,R,201,Talbot Laboratory,"Stubbins, J"
7593,2020,Fall,2020-fa,NPRE,435,Radiological Imaging,"Physical, mathematical and experimental foundations of radiological imaging techniques, such as typical sources of ionizing radiation, the interactions of radiation with matter, image formation techniques, linear systems theory applied to radiological imaging, and the techniques for tomographic image reconstruction. Includes diagnostic radiological imaging modalities, such as X-ray computed tomography (CT), single photon computed emission tomography (SPECT), positron emission tomography (PET), as well as modern X-ray imaging techniques, such as phase contrast imaging and diffraction-enhanced X-ray imaging. Provides a solid foundation for understanding of modern radiological imaging techniques, and in-depth discussions on the strengths and limitations of various modalities in application to medical, physical, security and environmental imaging. 3 undergraduate hours. 3 graduate hours. Prerequisite: NPRE 446.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: NPRE 446.,,,30510,F,A,1,A,Open,LCD,2:00 PM,2:50 PM,MWF,225A,Talbot Laboratory,"Meng, L"
7594,2020,Fall,2020-fa,NPRE,446,Radiation Interact w/Matter I,"Experimental and theoretical foundations of interaction of neutrons, photons, and charged particles with matter. Emphasis on topics that underlie the following applications: radiation detection, biological effects and radiation dosimetry, radiation damage and nuclear materials, neutron activation analysis, and fission and fusion energy systems. Classical theory of charged particle cross sections. Introductory quantum mechanics. Exact and numerical solutions of the Schroedinger equation. Quantum theory of cross sections. Photon interactions with atomic electrons and nuclei. Radioactive-series decay. Computer assignments illustrate fundamental concepts. 3 undergraduate hours. 3 graduate hours. Credit is not given to NPRE majors for graduate hours. Prerequisite: MATH 285 and ME 200.",3 hours.,3 undergraduate hours. 3 graduate hours. Credit is not given to NPRE majors for graduate hours. Prerequisite: MATH 285 and ME 200.,,,30513,B,A,1,A,Open,LEC,9:00 AM,9:50 AM,MWF,158,Loomis Laboratory,"Huff, K"
7595,2020,Fall,2020-fa,NPRE,448,Nuclear Syst Engrg &amp; Design,"Engineering principles underling nuclear systems designed with emphasis on nuclear power reactors. Materials for nuclear systems. Energy generation and removal in single- and two-phase flows. Reactor and component control systems and nuclear fuel reloading patterns. 4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 285, ME 200, and NPRE 455.",4 hours.,"4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 285, ME 200, and NPRE 455.",,,30517,M,A,1,A,Open,LCD,11:00 AM,12:50 PM,TR,225A,Talbot Laboratory,"Brooks, C"
7596,2020,Fall,2020-fa,NPRE,451,NPRE Laboratory,Radiation detection and instrumentation; radiation dosimetry and shielding; basic measurements in nuclear engineering; engineering applications; micro computer data acquisition and experimental control. 3 undergraduate hours. 3 graduate hours. Prerequisite: NPRE 446.,3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: NPRE 446.,,,60320,AB3,A,1,A,Open (Restricted),LAB,12:30 PM,4:20 PM,R,225,Talbot Laboratory,"Di Fulvio, A"
7599,2020,Fall,2020-fa,NPRE,457,Safety Anlys Nucl Reactor Syst,Basic safety philosophy in nuclear reactor systems; brief review of nuclear reactor systems; regulatory processes; siting considerations; safety problems related to reactor dynamics; evaluation of postulated accidents; risks associated with nuclear fuel cycle; methods of systems safety analysis. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: NPRE 402 or NPRE 247.,3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: NPRE 402 or NPRE 247.,,,34526,D,A,1,A,CrossListOpen (Restricted),LCD,3:00 PM,3:50 PM,MWF,3217,Everitt Laboratory,"Ragheb, M"
7601,2020,Fall,2020-fa,NPRE,461,Probabilistic Risk Assessment,"Multidisciplinary theories and techniques of risk, safety, and reliability of complex systems and state-of-the-art Probabilistic Risk Assessment (PRA), which provides input for risk-informed decision-making for design, operation, and regulatory oversight in diverse high-consequence industries such as nuclear power, aviation, space, chemical processes, oil and gas, and healthcare. Topics include: Systematic Risk Scenario Modeling, Consequence Analysis, Bayesian Updating, Bayesian Belief Network, Binary Decision Diagram, Uncertainty Propagation, Hardware Reliability, Human Error Modeling, Failure Causal Modeling, Maintenance and Repair Modeling, Risk Importance Ranking, and Data Analytics. PRA and Reliability Engineering software codes will be utilized for assignments. 3 undergraduate hours. 4 graduate hours. Prerequisite: Junior, Senior or Graduate Standing in any Engineering Department.",3 OR 4 hours.,"3 undergraduate hours. 4 graduate hours. Prerequisite: Junior, Senior or Graduate Standing in any Engineering Department.",,,69626,PR1,A,1,A,CrossListOpen (Restricted),LEC,2:00 PM,3:20 PM,TR,1103,Siebel Center for Comp Sci,"Mohaghegh, Z"
